subject,predicate,object
proposal,通知 via manager,four weeks
proposal,通知 via manager,四周内
proposal,通知 via manager,contract date
proposal,通知 via manager,forecast
proposal,indirectly 通知,评估结果
proposal,通知 via manager,instruction
proposal,通知 via manager,proposed subcontractor的名字
proposal,通知 via manager,matter
proposal,通知 via manager,accounts and records
proposal,通知 via manager,event
proposal,通知 via manager,scope
proposal,通知 via manager,quotation
proposal,通知 via manager,最终应付金额
proposal,通知 via manager,职位
proposal,通知 via manager,cost
proposal,通知 via manager,party
proposal,通知 via manager,certificates
proposal,通知 via manager,决定
proposal,通知 via manager,termination
proposal,通知 via manager,period for reply
proposal,通知 via manager,contractor's share
proposal,通知 via manager,supervisor
proposal,通知 via manager,decision
proposal,通知 via manager,compensation event
proposal,通知 via manager,client
proposal,通知 via manager,指令
proposal,通知 via manager,assessment
proposal,通知 via manager,programme
proposal,通知 via manager,最终付款
proposal,通知 via manager,regis chee
proposal,通知 via manager,prices
proposal,通知 via manager,additi
proposal,通知 via manager,预算变更
proposal,通知 via manager,compensation
proposal,通知 via manager,变更
proposal,通知 via manager,subcontracts
proposal,通知 via manager,performance
proposal,通知 via manager,key dates
proposal,通知 via manager,extent
innovation and technology,涉及 via attendees,regis chee
innovation and technology,涉及 via attendees,cost
innovation and technology,涉及 via attendees,potential benefits
innovation and technology,涉及 via attendees,proposal
attendees,合作 via regis,工程师
attendees,合作 via regis,香港
attendees,评估 via cost,works
attendees,评估 via cost,completion date
attendees,评估 via cost,client
attendees,评估 via cost,charges
attendees,评估 via cost,cost of components
attendees,考虑 via proposal,manager
accommodation and transport,提供给 via supervisor,actions
accommodation and transport,提供给 via supervisor,测试
accommodation and transport,提供给 via supervisor,不必要延误
accommodation and transport,提供给 via supervisor,付款延误
accommodation and transport,提供给 via supervisor,职位
accommodation and transport,提供给 via supervisor,contract
accommodation and transport,提供给 via supervisor,指令
accommodation and transport,提供给 via supervisor,检查
accommodation and transport,提供给 via supervisor,inspection
accommodation and transport,提供给 via supervisor,party
accommodation and transport,提供给 via supervisor,证书
accommodation and transport,提供给 via supervisor,delegation
accommodation and transport,提供给 via supervisor,plant and materials
accommodation and transport,提供给 via supervisor,决定
accommodation and transport,提供给 via supervisor,tests and inspections
accommodation and transport,提供给 via supervisor,test
accommodation and transport,提供给 via manager,nec contract
accommodation and transport,提供给 via manager,contract
accommodation and transport,提供给 via manager,early
accommodation and transport,提供给 via manager,four weeks
accommodation and transport,提供给 via manager,四周内
accommodation and transport,提供给 via manager,contract date
accommodation and transport,提供给 via manager,forecast
accommodation and transport,提供给 via manager,评估结果
accommodation and transport,提供给 via manager,instruction
accommodation and transport,提供给 via manager,proposed subcontractor的名字
accommodation and transport,提供给 via manager,matter
accommodation and transport,提供给 via manager,accounts and records
accommodation and transport,提供给 via manager,event
accommodation and transport,提供给 via manager,proposal
accommodation and transport,提供给 via manager,scope
accommodation and transport,提供给 via manager,quotation
accommodation and transport,提供给 via manager,最终应付金额
accommodation and transport,提供给 via manager,职位
accommodation and transport,提供给 via manager,cost
accommodation and transport,提供给 via manager,party
accommodation and transport,提供给 via manager,certificates
accommodation and transport,提供给 via manager,决定
accommodation and transport,提供给 via manager,termination
accommodation and transport,提供给 via manager,period for reply
accommodation and transport,提供给 via manager,contractor's share
accommodation and transport,提供给 via manager,decision
accommodation and transport,提供给 via manager,compensation event
accommodation and transport,提供给 via manager,client
accommodation and transport,提供给 via manager,指令
accommodation and transport,提供给 via manager,assessment
accommodation and transport,提供给 via manager,programme
accommodation and transport,提供给 via manager,最终付款
accommodation and transport,提供给 via manager,regis chee
accommodation and transport,提供给 via manager,prices
accommodation and transport,提供给 via manager,additi
accommodation and transport,提供给 via manager,预算变更
accommodation and transport,提供给 via manager,compensation
accommodation and transport,提供给 via manager,变更
accommodation and transport,提供给 via manager,subcontracts
accommodation and transport,提供给 via manager,performance
accommodation and transport,提供给 via manager,key dates
accommodation and transport,提供给 via manager,extent
provision,在 via work,quantity for an item stated in the bill
provision,在 via work,contract
construction industry,under via construction,ordinance (cap. 583)
construction workers registration,indirectly 涉及,industry
subcontractor,receive via payment,contract
subcontractor,receive via payment,client
subcontractor,receive via payment,subcontractors
subcontractor,receive via payment,use
subcontractor,receive via payment,provision
选项a,使用 via 价值工程百分比,50%
选项b,使用 via 价值工程百分比,50%
undertakings,提供给 via subcontracts,information
undertakings to others,包含 via works,benefit proportion
information execution,属于 via information,人或组织
information execution,属于 via information,client
information execution,属于 via information,information modelling
information execution,属于 via information,rights
retention,is type of,n
compensation events,is type of,event
compensation events,related to,compensation event
compensation events,is type of,compensat
compensation events,is type of,n
compensation events,related to,compensation
i&t提案,is type of,提案
option x15,related to,option x6
option x15,related to,option x12 使用
option x15,related to,option z
option x15,related to,option x5
option x15,related to,option x14
option x15,related to,option x18
option x15,related to,option x17 low
option x15,is type of,n
option x15,related to,option x21
option x15,related to,option x20
option x15,related to,option x29
option x15,related to,option x30
option x15,related to,option x22
option x15,related to,option x17
option x15,related to,option x16
项目经理的决定,is type of,项目经理
项目经理的决定,is type of,决定
equivalent provisions,is type of,provision
equivalent provisions,is type of,n
equivalent provisions,relates to,provisions in clause
香港版,is type of,香港
insurer,is type of,n
insurers,is type of,insurer
price for work done to date,related to,completion date
price for work done to date,related to,price for work done
price for work done to date,is type of,n
price for work done to date,related to,contract date
price for work done to date,relates to,work
price for work done to date,related to,subcontracted work
writing,is type of,n
has not happened,is type of,n
最终总价格,is type of,最终总价
x8.4,is type of,x8
ct manager,related to,project manager
ct manager,is type of,n
ct manager,relates to,manager
acceptance,is type of,n
collaboration,is type of,n
option x6,related to,option x12 使用
option x6,related to,option x5
option x6,related to,option x14
option x6,related to,option x18
option x6,related to,option x17 low
option x6,is type of,n
option x6,related to,option x21
option x6,related to,option x20
option x6,related to,option x29
option x6,related to,option x30
option x6,related to,option x22
option x6,related to,option x17
option x6,related to,option x16
关键绩效指标,is type of,绩效
performance indicator,related to,performance bond
performance indicator,related to,performance table
performance indicator,related to,performance table不可更改
performance indicator,related to,performance
performance indicator,is type of,n
amount in performance table,relates to,performance indicator
prices and performance table,relates to,performance indicator
performance indicator,related to,performance damages
performance indicator,is type of,form
分包商承诺,is type of,分包商
francis leung,is type of,n
climate change requirements,is type of,n
climate change requirements,related to,climate change
latest climate change plan,relates to,climate change requirements
climate change requirements,related to,climate change partners
climate change requirements,related to,climate change achievement
climate change requirements,relates to,change
provisions in clause,is type of,use
contractor's rights,relates to,rights
performance bond,relates to,bond
performance bond,related to,performance table
performance bond,related to,performance table不可更改
performance bond,is type of,n
amount in performance table,relates to,performance bond
prices and performance table,relates to,performance bond
performance bond,related to,performance damages
performance bond,is type of,form
提供工程,is type of,工程
价值工程百分比,is type of,工程
整个工程,is type of,工程
工程和建设合同,is type of,工程
工程部件,is type of,工程
工程师,is type of,工程
工程学士学位,is type of,工程
土木工程学会,is type of,工程
unnecessary delay,is type of,n
unnecessary delay,is type of,nec
compensation event,relates to,event
event,is type of,n
local practices,is type of,ices
项目经理的证书,is type of,项目经理
项目经理的证书,is type of,证书
所需报价,is type of,报价
ub contracts,is type of,ontract
ub contracts,is type of,n
ub contracts,is type of,contract
compensation event,is type of,compensat
compensation event,is type of,n
compensation event,related to,compensation
最终价格,is type of,价格
climate change plan,is type of,n
climate change plan,related to,climate change
latest climate change plan,relates to,climate change plan
climate change plan,related to,climate change partners
climate change plan,related to,climate change achievement
climate change plan,relates to,change
documents,is type of,n
补偿事件评估价值,is type of,补偿事件
项目信息,is type of,信息
contractor的通知,is type of,tractor
contractor's share,is type of,tractor
subcontractor,is type of,tractor
subcontractor undertaking to others,is type of,tractor
subcontractors,is type of,tractor
contractor,is type of,tractor
proposed subcontractor的名字,is type of,tractor
contractor的份额,is type of,tractor
contractor's rights,is type of,tractor
payments,is type of,payment
payments,is type of,n
undertakings to others,related to,undertakings
undertakings to others,is type of,n
undertakings to others,related to,subcontractor undertaking to others
主动管理风险和不确定性,is type of,风险
替代报价,is type of,报价
tests and inspections,is type of,inspection
inspection,is type of,n
delegation,is type of,n
a. norman,is type of,n
ordinance (cap. 583),is type of,n
bond,is type of,n
project manager,related to,project
project manager,is type of,n
project manager,relates to,manager
d. evans,is type of,n
angie ip,is type of,n
option x12 使用,related to,option z
option x12 使用,related to,option x5
option x12 使用,related to,option x14
option x12 使用,related to,option x18
option x12 使用,related to,option x17 low
option x12 使用,is type of,n
option x12 使用,related to,option x21
option x12 使用,related to,option x20
option x12 使用,related to,option x29
option x12 使用,related to,option x30
option x12 使用,related to,option x22
option x12 使用,related to,option x17
option x12 使用,related to,option x16
hksar government,is type of,n
option z,related to,option x5
option z,related to,option x14
option z,related to,option x18
option z,related to,option x17 low
option z,is type of,n
option z,related to,option x21
option z,related to,option x20
option z,related to,option x29
option z,related to,option x30
option z,related to,option x22
option z,related to,option x17
option z,related to,option x16
终止原因详情,is type of,原因
development bureau,is type of,n
prices,related to,prices and performance table
prices,is type of,ices
项目经理的评估,is type of,项目经理
costs,is type of,cost
part two,related to,part one
early warning,is type of,n
early warning,related to,early
early warning,related to,tropical cyclone warning signal
constraint,is type of,n
msc学位,is type of,msc
nec contract,is type of,ontract
nec contract,is type of,n
nec contract,relates to,contract date
nec contract,relates to,contract
nec contract,related to,construction contract
nec contract,related to,conditions of contract
nec contract,relates to,contract data
客户承担成本,is type of,客户
客户承担成本,is type of,成本
未完成工作,is type of,工作
另一方,is type of,一方
giving of certificate of completion,relates to,completion date
completion date,is type of,n
completion date,related to,contract date
合同义务,is type of,合同
监理的指令,is type of,指令
付款争议裁决,is type of,付款
付款申请,is type of,付款
付款延误,is type of,付款
最终付款,is type of,付款
llm学位,is type of,llm
contractor的通知,is type of,ontract
contractor的通知,is type of,n
contractor的通知,is type of,contract
contractor的通知,is type of,通知
contractor的通知,is type of,contractor
s. jackson,is type of,n
price for work done,is type of,n
price for work done,relates to,work
price for work done,related to,subcontracted work
项目经理的指令,is type of,项目经理
项目经理的理由,is type of,项目经理
项目经理的指示,is type of,项目经理
已被项目经理接受,is type of,项目经理
option x5,related to,option x14
option x5,related to,option x18
option x5,related to,option x17 low
option x5,is type of,n
option x5,related to,option x21
option x5,related to,option x20
option x5,related to,option x29
option x5,related to,option x30
option x5,related to,option x22
option x5,related to,option x17
option x5,related to,option x16
cost of components,is type of,n
defined cost,relates to,cost of components
tests and inspections,is type of,test
latest climate change plan,is type of,test
accounts and records,related to,further records
accounts and records,is type of,n
香港发展局,is type of,香港
compensat,is type of,n
compensation,is type of,compensat
付款争议裁决,is type of,争议
争议决定,is type of,争议
option x14,related to,option x18
option x14,related to,option x17 low
option x14,is type of,n
option x14,related to,option x21
option x14,related to,option x20
option x14,related to,option x29
option x14,related to,option x30
option x14,related to,option x22
option x14,related to,option x17
option x14,related to,option x16
contractor's share,is type of,ontract
contractor's share,is type of,n
contractor's share,is type of,contract
contractor's share,is type of,contractor
contractor's share,related to,contractor's rights
contractor's share,related to,excess share
根据补偿事件,is type of,补偿事件
insurance,is type of,n
client,is type of,n
amount due,is type of,n
amount due,related to,amount in performance table
总定义成本,is type of,成本
performance damages,is type of,damage
giving of certificate of completion,is type of,n
通知的缺陷,is type of,缺陷
通知的缺陷,is type of,通知
缺陷纠正期限,is type of,缺陷
alternative guarantor,is type of,n
innovation and technology,is type of,n
tests and inspections,is type of,n
纠正缺陷,is type of,缺陷
incentive schedule,related to,activity schedule
incentive schedule,is type of,n
incentive schedule,relates to,schedule of
香港律师,is type of,香港
details of action,is type of,n
other communications,is type of,n
other communications,is type of,communication
修订后的提交,is type of,修订
合同约束,is type of,约束
合同约束,is type of,合同
最终应付金额,is type of,金额
peter higgins,is type of,n
分包合同文件,is type of,合同
industry,is type of,n
construction industry,relates to,industry
承包商未提供服务,is type of,服务
测试成功,is type of,测试
处理历史物品,is type of,历史物品
设计细节提交,is type of,设计
设计细节提交,is type of,设计细节
激励计划中规定的金额,is type of,激励计划
option x18,related to,option x17 low
option x18,is type of,n
option x18,related to,option x21
option x18,related to,option x20
option x18,related to,option x29
option x18,related to,option x30
option x18,related to,option x22
option x18,related to,option x17
option x18,related to,option x16
必要工作,is type of,工作
travers morgan management,is type of,n
定价信息,is type of,信息
performance table,related to,performance table不可更改
performance table,related to,performance
performance table,is type of,n
amount in performance table,relates to,performance table
prices and performance table,relates to,performance table
performance table,related to,performance damages
performance table,is type of,form
subcontracts,is type of,ontract
subcontracts,is type of,n
performance table不可更改,related to,performance
performance table不可更改,is type of,n
amount in performance table,relates to,performance table不可更改
prices and performance table,relates to,performance table不可更改
performance table不可更改,related to,performance damages
performance table不可更改,is type of,form
activity schedule,relates to,schedule of
nicholson,is type of,n
actions,is type of,n
mrics会员,is type of,mrics
alterations,is type of,n
银行或保险公司,is type of,保险
provision,is type of,n
provisions in clause,is type of,provision
详细信息,is type of,信息
先前信息执行计划,is type of,信息
最新信息执行计划,is type of,信息
现场信息,is type of,信息
payment,is type of,n
bonus,is type of,n
最终总价格,is type of,价格
notification,is type of,n
construction workers registration,is type of,n
construction workers registration,is type of,work
construction workers registration,related to,construction contract
绩效目标,is type of,绩效
客户需求,is type of,客户
ontract,is type of,n
contract date,is type of,ontract
subcontractor,is type of,ontract
subcontractor undertaking to others,is type of,ontract
contract,is type of,ontract
subcontracted work,is type of,ontract
construction contract,is type of,ontract
conditions of contract,is type of,ontract
subcontractors,is type of,ontract
contractor,is type of,ontract
proposed subcontractor的名字,is type of,ontract
contractor的份额,is type of,ontract
contract data,is type of,ontract
neccontract.com,is type of,ontract
contractor's rights,is type of,ontract
revisions,is type of,n
neccontract.com,is type of,ecc
option x17 low,is type of,n
option x17 low,related to,option x21
option x17 low,related to,option x20
option x17 low,related to,option x29
option x17 low,related to,option x22
option x17 low,related to,option x17
option x17 low,related to,option x16
performance,is type of,n
amount in performance table,relates to,performance
prices and performance table,relates to,performance
performance,related to,performance damages
performance,is type of,form
undertakings,is type of,n
hong kong,is type of,n
working areas外,is type of,n
coopers and lybrand,is type of,n
arbitration,is type of,n
amount in performance table,is type of,n
part one,is type of,n
prices and performance table,is type of,n
option x21,is type of,n
guarantee,is type of,n
insurers,is type of,n
potential benefits,is type of,n
contract date,is type of,n
arthur tang,is type of,n
quotation,is type of,n
information execution,is type of,n
shirley chan,is type of,n
decision,is type of,n
climate change,is type of,n
subcontractor,is type of,n
tony ho,is type of,n
nec,is type of,n
subcontractor undertaking to others,is type of,n
contract,is type of,n
option x20,is type of,n
ba (hons),is type of,n
information,is type of,n
latest climate change plan,is type of,n
option x29,is type of,n
information model,is type of,n
quantity for an item stated in the bill,is type of,n
reasons,is type of,n
climate change partners,is type of,n
beng学位,is type of,n
subcontracted work,is type of,n
bill of quantities,is type of,n
accommodation and transport,is type of,n
is not expected to happen,is type of,n
instruction,is type of,n
name of replacement,is type of,n
equipment,is type of,n
proceedings,is type of,n
termination,is type of,n
reduction,is type of,n
mediation,is type of,n
construction contract,is type of,n
benefit proportion,is type of,n
plant and materials,is type of,n
division,is type of,n
information modelling,is type of,n
compensation,is type of,n
provisions in clause,is type of,n
conditions of contract,is type of,n
strong commercial position,is type of,n
defined cost,is type of,n
climate change achievement,is type of,n
assessment,is type of,n
subcontractors,is type of,n
condition precedent,is type of,n
fcinst ces,is type of,n
change,is type of,n
communication,is type of,n
contractor,is type of,n
nec4,is type of,n
insufficient notice,is type of,n
weather conditions,is type of,n
delivery to and removal from the working,is type of,n
manager,is type of,n
performance damages,is type of,n
proposed subcontractor的名字,is type of,n
starting,is type of,n
dr martin barnes,is type of,n
death or bodily injury,is type of,n
language,is type of,n
attendees,is type of,n
contractor的份额,is type of,n
extent,is type of,n
solutions,is type of,n
organisations,is type of,n
construction industry,is type of,n
option x30,is type of,n
bsc (hons),is type of,n
design,is type of,n
option x22,is type of,n
option x17,is type of,n
contract data,is type of,n
neccontract.com,is type of,n
contractor's rights,is type of,n
tropical cyclone warning signal,is type of,n
item descriptions,is type of,n
option x16,is type of,n
e. j houghton,is type of,n
ceng,is type of,n
working areas外,is type of,work
delivery to and removal from the working,relates to,working areas外
监理的决定,is type of,决定
amount in performance table,related to,prices and performance table
amount in performance table,relates to,performance damages
amount in performance table,is type of,form
prices and performance table,is type of,ices
prices and performance table,relates to,performance damages
prices and performance table,is type of,form
合同规定,is type of,合同
option x21,related to,option x20
option x21,related to,option x29
option x21,related to,option x30
option x21,related to,option x22
option x21,related to,option x17
contract date,related to,contract
construction contract,relates to,contract date
conditions of contract,relates to,contract date
contract date,related to,contract data
承包商报价,is type of,报价
information execution,related to,information model
information execution,related to,information modelling
information execution,is type of,form
项目经理的指令,is type of,指令
latest climate change plan,relates to,climate change
climate change,related to,climate change achievement
subcontractor,related to,subcontractor undertaking to others
subcontractor,is type of,contract
subcontractors,is type of,subcontractor
subcontractor,is type of,contractor
proposed subcontractor的名字,is type of,subcontractor
激励计划中规定的金额,is type of,金额
nec4,is type of,nec
预算变更,is type of,变更
subcontractor undertaking to others,is type of,contract
subcontractor undertaking to others,is type of,contractor
subcontracted work,is type of,contract
conditions of contract,relates to,contract
subcontractors,is type of,contract
contractor,is type of,contract
contractor的份额,is type of,contract
contract,related to,contract data
neccontract.com,is type of,contract
contractor's rights,is type of,contract
项目经理的理由,is type of,理由
option x20,related to,option x29
option x20,related to,option x30
option x20,related to,option x22
option x20,related to,option x17
option x20,related to,option x16
ba (hons),related to,bsc (hons)
承包商未提供服务,is type of,承包商
information,related to,information model
information,is type of,form
latest climate change plan,relates to,climate change partners
latest climate change plan,relates to,climate change achievement
latest climate change plan,relates to,change
option x29,related to,option x30
option x29,related to,option x22
option x29,related to,option x17
option x29,related to,option x16
处理有价值的物品,is type of,有价值的物品
合同数据中的工作,is type of,合同数据
合同数据,is type of,合同
information model,related to,information modelling
information model,is type of,form
quantity for an item stated in the bill,relates to,bill of quantities
quantity for an item stated in the bill,relates to,item descriptions
低性能损害赔偿金额,is type of,金额
香港律师,is type of,律师
承包商通信,is type of,承包商
承包商设计内容,is type of,承包商
承包商的提交,is type of,承包商
承包商报价,is type of,承包商
争议决定,is type of,决定
climate change partners,related to,climate change achievement
climate change partners,relates to,change
subcontracted work,relates to,work
works,is type of,work
delivery to and removal from the working,is type of,work
contract data,relates to,data
检查成功,is type of,检查
承包商设计内容,is type of,设计
设计细节,is type of,设计
合同数据中的工作,is type of,合同
合同数据中的工作,is type of,工作
工程和建设合同,is type of,合同
监理的证书,is type of,证书
llb学位,is type of,llb
对其他方的承诺,is type of,其他方
最佳实践采购基准,is type of,采购
construction contract,related to,conditions of contract
construction contract,related to,construction industry
construction contract,relates to,contract data
plant and materials,is type of,material
information modelling,is type of,form
weather conditions,relates to,conditions of contract
conditions of contract,relates to,contract data
合同中规定的原因,is type of,合同
企业合同顾问,is type of,合同
管理建筑合同,is type of,合同
合同金额,is type of,合同
每个分包合同,is type of,合同
defined cost,relates to,cost
climate change achievement,relates to,change
subcontractors,is type of,contractor
four weeks,related to,eight weeks
proposed subcontractor的名字,is type of,contractor
contractor的份额,is type of,contractor
contractor's rights,is type of,contractor
合同中规定的原因,is type of,原因
各组价格的总额,is type of,价格
performance damages,is type of,form
最终工作价格,is type of,工作
最终工作价格,is type of,价格
contractor的份额,is type of,份额
option x30,related to,option x22
option x30,related to,option x17
option x30,related to,option x16
企业合同顾问,is type of,顾问
范围说明,is type of,范围
option x22,related to,option x17
option x22,related to,option x16
option x17,related to,option x16
合同金额,is type of,金额
